Event type,Event time,Symbol,Aggregate trade ID,Price,Quantity,First trade ID,Last trade ID,Trade time,Is the buyer the market maker?,Ignore
aggTrade,1.62593E+12,BNBUSDT,301049944,313.51,6.2477,355772781,355772784,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075168,33715,0.010702,951477580,951477580,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075169,33715,0.010702,951477581,951477583,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075170,33715,0.002418,951477584,951477584,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075171,33714.99,0.010049,951477585,951477585,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049945,313.52,0.7855,355772785,355772785,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075172,33715,0.001337,951477586,951477586,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049946,313.5,0.29,355772786,355772786,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049947,313.5,0.0735,355772787,355772787,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049948,313.51,0.3644,355772788,355772788,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075173,33715,0.005299,951477587,951477587,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075174,33715,0.003314,951477588,951477588,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075175,33715,0.018301,951477589,951477590,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049949,313.51,0.04,355772789,355772789,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075176,33715,0.103815,951477591,951477592,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075177,33715,0.003219,951477593,951477593,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075178,33715,0.01006,951477594,951477594,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049950,313.51,0.0547,355772790,355772790,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075179,33714.99,0.002312,951477595,951477595,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049951,313.5,0.8002,355772791,355772791,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075180,33715,0.001008,951477596,951477596,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075181,33714.99,0.0015,951477597,951477597,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075182,33715,0.200375,951477598,951477598,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075183,33714.99,0.002884,951477599,951477599,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075184,33715,0.022995,951477600,951477603,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075185,33714.99,0.000729,951477604,951477604,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075186,33714.99,0.017821,951477605,951477605,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075187,33715,0.015657,951477606,951477607,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049952,313.51,0.1641,355772792,355772792,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075188,33714.99,0.007459,951477608,951477608,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075189,33714.99,0.04051,951477609,951477609,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075190,33715,0.3,951477610,951477610,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049953,313.5,0.0532,355772793,355772793,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049954,313.51,0.1208,355772794,355772794,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049955,313.51,1.033,355772795,355772797,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049956,313.51,0.032,355772798,355772798,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075191,33714.99,0.01782,951477611,951477611,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075192,33715,0.004875,951477612,951477612,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049957,313.51,3.8676,355772799,355772799,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049958,313.51,1.494,355772800,355772800,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049959,313.51,4.74,355772801,355772801,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049960,313.51,1.4925,355772802,355772802,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049961,313.55,2.9843,355772803,355772803,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075193,33715,0.020875,951477613,951477615,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049962,313.56,5.6458,355772804,355772805,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049963,313.57,1.6,355772806,355772807,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049964,313.57,2.9843,355772808,355772808,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049965,313.55,2.7732,355772809,355772809,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075194,33715,0.002743,951477616,951477616,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049966,313.61,0.6167,355772810,355772810,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075195,33715,0.000021,951477617,951477617,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075196,33716.51,0.001269,951477618,951477618,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075197,33716.5,0.063132,951477619,951477620,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075198,33716.51,0.573451,951477621,951477621,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049967,313.62,0.0984,355772811,355772811,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075199,33716.54,0.004,951477622,951477622,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075200,33717.45,0.00683,951477623,951477623,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075201,33717.45,0.010594,951477624,951477624,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049968,313.61,0.4333,355772812,355772812,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049969,313.58,0.04,355772813,355772813,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075202,33717.44,0.000297,951477625,951477625,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075203,33717.44,0.006969,951477626,951477626,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075204,33717.44,0.002014,951477627,951477627,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075205,33717.44,0.056238,951477628,951477628,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075206,33717.44,0.019667,951477629,951477629,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075207,33717.44,0.00199,951477630,951477630,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075208,33717.44,0.000346,951477631,951477631,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075209,33717.44,0.012327,951477632,951477632,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075210,33717.45,0.00043,951477633,951477633,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075211,33717.44,0.031464,951477634,951477634,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075212,33717.44,0.02,951477635,951477635,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075213,33717.44,0.01,951477636,951477636,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075214,33717.44,0.189851,951477637,951477637,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049970,313.6,0.9125,355772814,355772814,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075215,33717.44,0.24355,951477638,951477642,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075216,33715,0.3125,951477643,951477643,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075217,33715,0.011681,951477644,951477646,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075218,33714.99,0.238319,951477647,951477647,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075219,33714.99,4.54137,951477648,951477648,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075220,33714.99,0.25,951477649,951477649,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075221,33714.99,0.350455,951477650,951477650,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049971,313.59,12.2504,355772815,355772819,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075222,33715,0.001565,951477651,951477651,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049972,313.58,0.0385,355772820,355772820,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049973,313.57,0.9515,355772821,355772822,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049974,313.57,0.4707,355772823,355772823,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049975,313.56,0.6058,355772824,355772824,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049976,313.52,0.0628,355772825,355772825,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049977,313.51,6.0555,355772826,355772826,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049978,313.51,9.877,355772827,355772827,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049979,313.5,13.1196,355772828,355772830,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049980,313.5,9.5735,355772831,355772831,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049981,313.5,3.1,355772832,355772832,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049982,313.49,26.63,355772833,355772834,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049983,313.49,1.7179,355772835,355772835,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049984,313.49,1.3821,355772836,355772836,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075223,33714.99,0.007202,951477652,951477652,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075224,33715,0.003607,951477653,951477653,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049985,313.48,0.9979,355772837,355772844,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049986,313.49,0.8566,355772845,355772845,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075225,33714.99,0.004221,951477654,951477654,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075226,33714.99,0.03,951477655,951477655,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049987,313.47,0.115,355772846,355772846,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075227,33715,0.002372,951477656,951477656,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049988,313.48,0.0391,355772847,355772847,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075228,33714.99,0.011184,951477657,951477657,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049989,313.48,1.3328,355772848,355772848,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075229,33715,0.006938,951477658,951477658,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075230,33714.99,0.005803,951477659,951477659,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075231,33715,0.000989,951477660,951477660,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075232,33715,0.00638,951477661,951477661,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075233,33715,0.000346,951477662,951477662,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075234,33715,0.001779,951477663,951477663,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049990,313.46,0.111,355772849,355772849,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075235,33714.99,0.00154,951477664,951477664,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049991,313.47,0.5,355772850,355772850,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075236,33715,0.010137,951477665,951477665,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075237,33715,0.028072,951477666,951477666,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049992,313.5,0.035,355772851,355772851,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075238,33715,0.013551,951477667,951477667,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049993,313.5,0.6847,355772852,355772852,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075239,33715,0.001529,951477668,951477668,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075240,33715,0.010734,951477669,951477669,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049994,313.5,0.043,355772853,355772853,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075241,33715,0.015216,951477670,951477670,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075242,33715,0.015216,951477671,951477671,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075243,33715,0.007604,951477672,951477673,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075244,33715,0.003802,951477674,951477674,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075245,33714.99,0.040068,951477675,951477675,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075246,33715,0.01,951477676,951477676,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075247,33714.99,0.002679,951477677,951477677,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075248,33715,0.003802,951477678,951477678,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075249,33714.99,0.044475,951477679,951477679,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075250,33714.99,0.020062,951477680,951477680,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075251,33714.99,0.15,951477681,951477681,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075252,33714.99,0.000564,951477682,951477682,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075253,33714.99,0.014772,951477683,951477683,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075254,33715,0.00638,951477684,951477684,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049995,313.5,0.8006,355772854,355772854,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075255,33715,0.003802,951477685,951477685,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075256,33714.99,0.000388,951477686,951477686,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049996,313.5,0.0496,355772855,355772855,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075257,33714.99,0.055635,951477687,951477687,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075258,33715,0.00593,951477688,951477688,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075259,33714.99,0.044475,951477689,951477689,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075260,33715,0.01483,951477690,951477691,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049997,313.5,1.6006,355772856,355772859,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075261,33714.99,0.012684,951477692,951477692,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049998,313.5,0.0647,355772860,355772860,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301049999,313.51,0.7357,355772861,355772861,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050000,313.51,0.0638,355772862,355772862,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075262,33714.99,0.005464,951477693,951477693,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075263,33714.99,0.005543,951477694,951477694,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050001,313.5,0.1557,355772863,355772863,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075264,33714.99,0.035214,951477695,951477695,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050002,313.5,0.1,355772864,355772864,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075265,33715,0.001127,951477696,951477696,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050003,313.49,0.8004,355772865,355772865,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075266,33714.99,0.005908,951477697,951477697,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050004,313.48,0.69,355772866,355772867,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050005,313.48,0.72,355772868,355772868,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050006,313.48,1.18,355772869,355772869,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075267,33714.99,0.020633,951477698,951477698,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050007,313.48,1.3742,355772870,355772871,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075268,33714.99,0.000589,951477699,951477699,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075269,33714.99,0.0028,951477700,951477700,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075270,33715,0.012634,951477701,951477701,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075271,33715,0.005309,951477702,951477702,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050008,313.48,0.2969,355772872,355772872,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075272,33715,0.046707,951477703,951477703,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BTCUSDT,842075273,33715,0.007656,951477704,951477704,1.62593E+12,FALSE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050009,313.48,0.8,355772873,355772873,1.62593E+12,TRUE,TRUE
aggTrade,1.62593E+12,BNBUSDT,301050010,313.48,1.374,355772874,355772874,1.62593E+12,TRUE,TRUE
